Store,Location_Store,Customer_Geo,Customer_Age,Cust_City,Cust_Dist,Cust_State,Customer_Income,Customer_Gender,Customer_Marital_Status,Transaction_Date,Volume,Price,Product_Model,Product_Category,Product_Brand,Product_company,Cust_Ethnic,Occupation,Loan_Amount,Default_Risk,Outstanding,First_replayment_date,Last_repayment_date
SpeedWheels,Delhi,Telangana India,38,Mumbai,Kolkata,Delhi,680699,Female,Married,28 April 2024,1,1963003,Asta,Compact SUV,Swift,Maruti,African,Retired,1419422,0,239273,30 June 2024,13 November 2025
TCS Auto,Mumbai,Telangana India,29,Nagpur,Hyderabad,Telangana,705198,Female,Unmarried,22 September 2024,2,1949175,SX,Entry Hatchback,Brezza,Maruti,Asian,Professional,1262076,1,718833,17 December 2024,14 December 2026
SpeedWheels,Bangalore,Telangana India,54,Kolkata,Bangalore Urban,Delhi,2149341,Male,Unmarried,29 January 2024,2,1483568,VX,Luxury Sedan,Nexon,Hyundai,Native American,Retired,1178919,1,477044,11 March 2024,23 June 2025
SpeedWheels,Kolkata,Maharashtra India,51,Delhi,Pune,Tamil Nadu,1798166,Female,Married,08 December 2023,2,1904816,Era,SUV,Swift,Honda,Asian,Business Owner,1563492,0,84682,16 February 2024,02 December 2026
TCS Auto,Chennai,West Bengal India,59,Nagpur,Mumbai Suburban,Telangana,547001,Male,Unmarried,08 November 2024,2,1588735,LX,Entry Hatchback,Swift,Hyundai,Hispanic,Retired,1252725,0,239804,01 February 2025,05 April 2026
DriveEasy,Kolkata,Tamil Nadu India,37,Delhi,Kolkata,Maharashtra,1381140,Male,Unmarried,06 July 2023,3,1653472,Asta,Compact SUV,Verna,Maruti,Caucasian,Self Employed,1031522,0,41257,24 August 2023,17 September 2025
AutoZone,Bangalore,Maharashtra India,56,Hyderabad,Chennai,Tamil Nadu,366044,Female,Unmarried,20 October 2024,2,755617,Sportz,Luxury Sedan,Nexon,Hyundai,Asian,Business Owner,569363,1,123791,06 December 2024,28 February 2026
DriveEasy,Pune,Maharashtra India,57,Hyderabad,New Delhi,Telangana,2435327,Male,Married,04 November 2024,2,1826031,Era,Sedan,Baleno,Honda,Asian,Government Employee,1522158,0,240966,28 January 2025,20 May 2027
AutoHub,Pune,Telangana India,29,Hyderabad,Bangalore Urban,Telangana,1176704,Male,Married,19 February 2024,1,1599699,ZX,Premium Hatchback,City,Hyundai,African,Professional,1154000,0,196515,19 April 2024,02 October 2026
TCS Auto,Delhi,Tamil Nadu India,56,Chennai,Chennai,West Bengal,2239419,Female,Married,14 March 2024,2,958599,Sportz,Entry Hatchback,Baleno,Maruti,Asian,Government Employee,652353,0,102614,01 May 2024,03 February 2026
SpeedWheels,Delhi,Karnataka India,63,Chennai,New Delhi,Telangana,820538,Female,Unmarried,04 November 2024,2,1891386,Asta,Premium Hatchback,City,Hyundai,Asian,Self Employed,1310144,0,186809,12 December 2024,15 June 2027
AutoZone,Bangalore,West Bengal India,27,Nagpur,Bangalore Urban,Tamil Nadu,438256,Male,Married,27 November 2024,1,1383396,Magna,Compact SUV,Nexon,Maruti,Asian,Professional,926220,0,68151,30 January 2025,15 February 2027
SpeedWheels,Mumbai,West Bengal India,22,Bangalore,New Delhi,Karnataka,542017,Male,Married,17 April 2023,1,2108608,VX,Entry Hatchback,Creta,Maruti,Caucasian,Retired,1806640,0,103269,08 July 2023,27 May 2025
CarWorld,Mumbai,West Bengal India,22,Bangalore,Bangalore Urban,Tamil Nadu,1288005,Male,Married,31 March 2023,3,997961,LX,Luxury Sedan,Nexon,Maruti,Asian,Retired,776292,1,377824,25 May 2023,08 October 2025
TCS Auto,Mumbai,Delhi India,41,Chennai,Hyderabad,Delhi,1550110,Male,Married,14 February 2023,1,2031449,Magna,Sedan,Creta,Maruti,Asian,Salaried,1689024,1,514154,05 April 2023,04 November 2025
AutoHub,Hyderabad,Karnataka India,61,Delhi,New Delhi,Maharashtra,947957,Female,Married,10 August 2023,2,2195904,SX,SUV,Creta,Maruti,Hispanic,Business Owner,1420110,0,345435,17 September 2023,02 December 2024
TCS Auto,Mumbai,Telangana India,32,Nagpur,Pune,Tamil Nadu,1925382,Male,Divorced,05 June 2023,1,1826673,VX,Sedan,Brezza,Tata,African,Salaried,1339502,0,282840,20 July 2023,06 February 2026
CarWorld,Chennai,Karnataka India,32,Nagpur,New Delhi,Delhi,1457326,Male,Married,03 November 2024,1,863152,LX,Luxury Sedan,City,Maruti,Asian,Business Owner,746634,0,18603,12 December 2024,28 November 2026
TCS Auto,Delhi,Tamil Nadu India,62,Hyderabad,Mumbai Suburban,Telangana,2323763,Male,Married,21 October 2024,1,2094441,VX,SUV,I10 GRAND,Maruti,Asian,Business Owner,1514353,1,930277,24 November 2024,25 December 2025
CarWorld,Mumbai,Tamil Nadu India,24,Nashik,Kolkata,West Bengal,939851,Female,Married,20 May 2023,1,1390185,Sportz,Luxury Sedan,Verna,Maruti,Caucasian,Government Employee,984468,1,620544,18 August 2023,21 February 2025
SCP,Pune,Telangana India,56,Nagpur,Pune,Telangana,1263603,Female,Married,23 December 2024,3,2483143,Asta,Entry Hatchback,Brezza,Maruti,Caucasian,Professional,1587833,1,494641,14 February 2025,15 April 2027
CarWorld,Pune,Tamil Nadu India,59,Delhi,Bangalore Urban,Maharashtra,1711602,Female,Divorced,08 November 2024,3,759723,SX,Premium Hatchback,Swift,Hyundai,Hispanic,Professional,598149,0,67186,17 January 2025,09 March 2027
SpeedWheels,Bangalore,Telangana India,25,Bangalore,Hyderabad,Delhi,2242875,Female,Divorced,20 August 2024,3,1268700,Magna,Compact SUV,Swift,Hyundai,Native American,Professional,921696,1,628293,03 October 2024,22 October 2026
CarWorld,Bangalore,Telangana India,46,Bangalore,Chennai,West Bengal,1803457,Male,Married,06 November 2023,1,1393588,Era,Luxury Sedan,Brezza,Maruti,Native American,Professional,1020258,0,220684,29 December 2023,03 April 2026
DriveEasy,Kolkata,Maharashtra India,52,Kolkata,Hyderabad,Delhi,1426530,Male,Married,09 January 2024,2,1830771,ZX,Premium Hatchback,Creta,Tata,Asian,Business Owner,1343685,0,78736,14 February 2024,02 August 2026
AutoZone,Kolkata,West Bengal India,34,Nagpur,New Delhi,Maharashtra,447594,Male,Divorced,06 June 2024,1,1829068,SX,Compact SUV,Creta,Maruti,Hispanic,Professional,1409013,0,262016,14 August 2024,30 May 2026
AutoZone,Delhi,Karnataka India,33,Pune,Kolkata,West Bengal,2307666,Male,Married,06 March 2024,3,1453583,SX,Sedan,Creta,Hyundai,Caucasian,Professional,1189541,1,639624,03 May 2024,14 March 2026
AutoZone,Pune,Maharashtra India,44,Mumbai,Hyderabad,Karnataka,2042047,Male,Unmarried,23 December 2024,2,1022061,SX,SUV,Brezza,Maruti,Asian,Professional,789663,0,162340,17 March 2025,01 April 2027
AutoZone,Mumbai,Telangana India,38,Bangalore,Kolkata,Tamil Nadu,1392210,Female,Unmarried,27 September 2023,1,2231868,LX,Entry Hatchback,Nexon,Maruti,Caucasian,Government Employee,1343999,0,104480,30 October 2023,03 April 2026
SpeedWheels,Kolkata,Delhi India,33,Pune,Chennai,Telangana,1139502,Male,Unmarried,18 October 2023,2,1311404,Era,Premium Hatchback,Brezza,Honda,Asian,Business Owner,820184,1,338490,01 January 2024,10 May 2026
TCS Auto,Chennai,Delhi India,52,Mumbai,Pune,Tamil Nadu,1468472,Female,Married,25 February 2024,3,789267,Sportz,Luxury Sedan,City,Maruti,Asian,Business Owner,655304,0,64960,13 May 2024,30 December 2025
TCS Auto,Hyderabad,Telangana India,60,Nashik,New Delhi,Maharashtra,473406,Female,Divorced,08 July 2023,1,813686,ZX,Entry Hatchback,Nexon,Hyundai,African,Professional,681394,1,365380,08 August 2023,21 March 2026
AutoZone,Bangalore,Delhi India,44,Chennai,Pune,Tamil Nadu,1243730,Male,Married,30 June 2024,3,1390171,ZX,Luxury Sedan,Verna,Maruti,Asian,Retired,932370,0,229791,22 August 2024,15 December 2026
AutoZone,Hyderabad,Karnataka India,38,Chennai,Mumbai Suburban,West Bengal,1881492,Female,Married,25 June 2024,2,1496843,Era,Entry Hatchback,I10 GRAND,Maruti,Caucasian,Salaried,1048471,0,169922,02 September 2024,12 August 2026
AutoZone,Kolkata,Maharashtra India,34,Kolkata,New Delhi,Maharashtra,1130978,Female,Married,07 November 2024,2,1377295,VX,Entry Hatchback,Swift,Tata,Caucasian,Professional,1049298,0,258785,24 January 2025,30 November 2027
DriveEasy,Chennai,Karnataka India,52,Nashik,Hyderabad,West Bengal,471434,Male,Married,16 July 2024,2,1098946,ZX,Entry Hatchback,Nexon,Hyundai,Native American,Self Employed,950437,1,368229,08 October 2024,29 October 2026
TCS Auto,Hyderabad,Tamil Nadu India,46,Nagpur,Hyderabad,Maharashtra,325006,Female,Married,04 April 2023,2,1278496,Era,Sedan,Verna,Hyundai,Asian,Salaried,844866,1,492102,09 June 2023,29 August 2024
AutoZone,Bangalore,Maharashtra India,25,Hyderabad,Chennai,Telangana,2060905,Female,Unmarried,03 January 2023,3,970329,VX,Entry Hatchback,Nexon,Maruti,Asian,Government Employee,831781,0,144223,04 February 2023,12 November 2024
SCP,Chennai,West Bengal India,22,Pune,Bangalore Urban,Maharashtra,863870,Male,Divorced,17 August 2024,3,2323963,Magna,Luxury Sedan,City,Maruti,Asian,Retired,1542396,1,622000,27 October 2024,14 September 2026
AutoHub,Chennai,Maharashtra India,52,Bangalore,Pune,Tamil Nadu,767738,Male,Divorced,10 September 2024,3,1660963,Asta,Premium Hatchback,Creta,Maruti,Caucasian,Government Employee,1007385,0,81146,18 November 2024,19 July 2026
TCS Auto,Hyderabad,Karnataka India,22,Delhi,Kolkata,Maharashtra,1797401,Male,Married,27 December 2024,3,507187,ZX,Luxury Sedan,Nexon,Tata,Hispanic,Retired,419810,0,23592,20 February 2025,15 September 2026
CarWorld,Hyderabad,Maharashtra India,61,Nagpur,Mumbai Suburban,West Bengal,2234834,Female,Divorced,28 May 2023,2,741594,Era,SUV,Swift,Maruti,African,Self Employed,560208,1,344793,12 August 2023,27 October 2024
AutoZone,Bangalore,West Bengal India,27,Kolkata,Pune,Tamil Nadu,611902,Female,Married,16 June 2024,3,1336263,Sportz,Premium Hatchback,Verna,Hyundai,Asian,Self Employed,1042948,1,558325,03 September 2024,07 April 2026
SCP,Bangalore,Telangana India,35,Nashik,Chennai,Telangana,308507,Female,Married,03 September 2024,1,1076282,ZX,Compact SUV,Swift,Honda,Native American,Government Employee,763432,0,126314,19 November 2024,13 November 2027
SpeedWheels,Delhi,West Bengal India,59,Nagpur,Chennai,Karnataka,611441,Female,Married,10 November 2024,3,774095,SX,Luxury Sedan,Baleno,Tata,Native American,Retired,645047,0,96134,31 December 2024,19 July 2027
CarWorld,Mumbai,Karnataka India,60,Chennai,New Delhi,Telangana,2048927,Female,Divorced,07 September 2024,2,2375133,VX,Entry Hatchback,Baleno,Tata,Caucasian,Government Employee,1787324,0,262035,17 November 2024,01 November 2026
SpeedWheels,Hyderabad,West Bengal India,50,Delhi,Chennai,Maharashtra,1300336,Female,Married,14 April 2023,3,2421226,LX,Premium Hatchback,Creta,Hyundai,Asian,Business Owner,1663356,0,273544,20 May 2023,28 December 2025
CarWorld,Mumbai,Delhi India,43,Nagpur,Pune,Karnataka,1694301,Male,Unmarried,09 April 2024,3,1587326,Era,SUV,Brezza,Hyundai,Asian,Retired,1345303,1,608915,19 May 2024,07 May 2027
SCP,Hyderabad,Karnataka India,47,Nashik,Pune,Karnataka,2375135,Female,Married,01 November 2024,3,870788,Asta,Luxury Sedan,I10 GRAND,Tata,Hispanic,Government Employee,559533,1,295567,10 January 2025,23 March 2027
SCP,Chennai,West Bengal India,33,Bangalore,New Delhi,Telangana,2107409,Male,Divorced,10 September 2023,3,2457586,LX,Luxury Sedan,City,Maruti,Asian,Retired,2201447,0,337124,22 October 2023,28 November 2024
TCS Auto,Kolkata,West Bengal India,48,Nashik,Mumbai Suburban,Tamil Nadu,1669292,Male,Married,03 October 2024,1,2016211,Sportz,Luxury Sedan,Verna,Maruti,African,Professional,1599361,0,165154,24 December 2024,27 April 2027
AutoHub,Delhi,Delhi India,47,Delhi,Hyderabad,Delhi,1641888,Female,Divorced,18 July 2024,2,1060807,Era,Sedan,Verna,Hyundai,Caucasian,Government Employee,853142,0,100619,05 October 2024,11 April 2026
CarWorld,Kolkata,Karnataka India,50,Nagpur,Mumbai Suburban,West Bengal,2258507,Female,Married,05 May 2024,1,2189645,Magna,SUV,Baleno,Maruti,Native American,Retired,1418997,1,633647,29 July 2024,30 October 2026
SpeedWheels,Kolkata,Telangana India,22,Hyderabad,Chennai,Delhi,1515310,Female,Unmarried,31 January 2023,3,2046385,ZX,Luxury Sedan,Nexon,Honda,Asian,Business Owner,1498968,1,770522,23 April 2023,28 March 2025
CarWorld,Bangalore,Tamil Nadu India,50,Hyderabad,Hyderabad,West Bengal,1235609,Female,Unmarried,16 January 2024,1,1622403,Asta,Sedan,Nexon,Tata,Native American,Self Employed,1279102,0,73475,05 March 2024,07 May 2025
SpeedWheels,Bangalore,Telangana India,23,Pune,Bangalore Urban,Delhi,988749,Female,Married,31 October 2023,1,1609869,ZX,Sedan,Nexon,Tata,African,Retired,993288,0,41833,10 January 2024,12 January 2025
SCP,Chennai,Telangana India,42,Pune,Mumbai Suburban,Karnataka,2303781,Female,Married,21 April 2024,2,722111,LX,Compact SUV,Baleno,Maruti,Asian,Professional,605501,0,119955,16 June 2024,22 September 2026
AutoHub,Delhi,West Bengal India,49,Delhi,Bangalore Urban,Telangana,2467009,Male,Married,18 January 2024,2,633532,LX,Premium Hatchback,Baleno,Hyundai,Hispanic,Business Owner,451647,0,12828,03 March 2024,19 April 2025
SpeedWheels,Chennai,Tamil Nadu India,34,Bangalore,Kolkata,West Bengal,412385,Male,Unmarried,25 October 2024,3,538469,VX,Entry Hatchback,Nexon,Hyundai,Asian,Retired,431186,1,122171,22 December 2024,02 November 2026
CarWorld,Mumbai,Delhi India,35,Nashik,Hyderabad,West Bengal,1081125,Female,Married,19 October 2023,1,2167934,Asta,Luxury Sedan,I10 GRAND,Maruti,Asian,Retired,1610023,0,382353,25 December 2023,29 March 2025
AutoZone,Bangalore,Telangana India,34,Mumbai,Mumbai Suburban,West Bengal,461304,Male,Divorced,05 July 2024,2,1685074,Era,Entry Hatchback,Baleno,Hyundai,Caucasian,Self Employed,1322754,1,647461,13 September 2024,25 October 2026
SCP,Delhi,Tamil Nadu India,54,Nagpur,Kolkata,West Bengal,1311085,Male,Married,30 July 2024,2,2201676,Sportz,Entry Hatchback,City,Honda,Caucasian,Business Owner,1727918,1,1103558,17 September 2024,27 February 2027
AutoZone,Bangalore,West Bengal India,23,Kolkata,Kolkata,Telangana,1405707,Female,Married,23 August 2024,1,589632,ZX,SUV,Swift,Maruti,Native American,Self Employed,505402,1,343013,04 October 2024,20 February 2026
AutoZone,Chennai,Tamil Nadu India,64,Nagpur,Bangalore Urban,Karnataka,1871578,Male,Married,29 October 2024,1,956589,Asta,Entry Hatchback,Verna,Hyundai,Asian,Government Employee,770967,0,24104,04 January 2025,04 December 2026
TCS Auto,Delhi,Karnataka India,37,Kolkata,Kolkata,West Bengal,981078,Male,Married,13 December 2023,3,703897,VX,Compact SUV,Creta,Maruti,Asian,Self Employed,423608,0,17396,02 February 2024,08 August 2025
TCS Auto,Kolkata,West Bengal India,55,Bangalore,Pune,Karnataka,1725169,Female,Unmarried,23 July 2023,2,2327484,VX,Luxury Sedan,Creta,Maruti,African,Government Employee,1582602,0,377138,09 September 2023,21 June 2025
DriveEasy,Hyderabad,Maharashtra India,53,Bangalore,Chennai,Maharashtra,1841926,Male,Married,23 June 2023,3,2194515,VX,Luxury Sedan,Creta,Hyundai,Native American,Professional,1393734,0,56544,20 September 2023,01 July 2026
DriveEasy,Kolkata,Karnataka India,57,Bangalore,Chennai,Tamil Nadu,2091417,Male,Married,10 February 2023,2,1421107,ZX,Sedan,Verna,Tata,Native American,Salaried,899177,0,199250,11 April 2023,25 August 2024
SpeedWheels,Kolkata,Maharashtra India,53,Kolkata,Bangalore Urban,Tamil Nadu,2225717,Male,Unmarried,19 January 2024,2,1197275,ZX,Entry Hatchback,Creta,Maruti,Hispanic,Self Employed,835999,0,41022,26 March 2024,29 January 2027
TCS Auto,Kolkata,West Bengal India,43,Pune,Kolkata,Tamil Nadu,371236,Male,Married,23 February 2023,1,1900718,SX,Entry Hatchback,Creta,Honda,Hispanic,Professional,1696254,0,311183,08 May 2023,21 August 2024
SCP,Mumbai,Telangana India,48,Nagpur,Chennai,West Bengal,2473018,Male,Divorced,22 August 2024,3,2309673,VX,Luxury Sedan,Nexon,Maruti,African,Self Employed,1543984,0,167589,09 November 2024,13 April 2026
AutoZone,Hyderabad,Karnataka India,37,Kolkata,Mumbai Suburban,Telangana,1579413,Female,Unmarried,10 April 2023,2,1063726,Asta,Compact SUV,Swift,Hyundai,Asian,Self Employed,887117,0,58996,22 June 2023,23 January 2026
SCP,Delhi,Telangana India,32,Kolkata,Hyderabad,Delhi,526102,Male,Married,17 May 2024,2,1866969,VX,Luxury Sedan,Creta,Tata,African,Business Owner,1503808,0,52817,02 July 2024,12 September 2025
DriveEasy,Chennai,Tamil Nadu India,29,Nagpur,Mumbai Suburban,West Bengal,2282392,Female,Divorced,17 January 2024,3,2171582,Magna,Luxury Sedan,Creta,Honda,Caucasian,Business Owner,1751552,0,52060,14 April 2024,17 April 2026
AutoHub,Bangalore,West Bengal India,29,Pune,New Delhi,Delhi,2159189,Female,Married,07 March 2024,1,1456289,Sportz,Premium Hatchback,Nexon,Honda,Asian,Self Employed,1103623,1,765300,16 May 2024,19 April 2026
SpeedWheels,Chennai,West Bengal India,31,Mumbai,New Delhi,Delhi,424607,Male,Divorced,10 November 2024,3,769381,VX,Premium Hatchback,I10 GRAND,Hyundai,Asian,Self Employed,604567,0,21248,10 January 2025,22 June 2027
TCS Auto,Delhi,Karnataka India,50,Bangalore,Pune,Telangana,1604740,Male,Unmarried,01 July 2023,2,1092868,VX,Premium Hatchback,I10 GRAND,Hyundai,Hispanic,Professional,930538,0,159006,23 August 2023,06 March 2025
SpeedWheels,Hyderabad,Delhi India,38,Delhi,Bangalore Urban,Delhi,1752530,Male,Unmarried,18 April 2023,3,1425931,Era,Compact SUV,Nexon,Maruti,Asian,Salaried,1164164,1,483372,19 June 2023,04 March 2026
AutoZone,Delhi,Tamil Nadu India,37,Bangalore,Hyderabad,Delhi,1238196,Male,Married,04 November 2024,1,2268738,VX,SUV,City,Maruti,Native American,Retired,1729295,0,171163,10 January 2025,01 October 2027
AutoHub,Hyderabad,Delhi India,38,Chennai,New Delhi,Delhi,1833093,Male,Divorced,24 September 2024,1,1330490,Magna,Luxury Sedan,Nexon,Tata,African,Government Employee,930222,0,223324,16 November 2024,09 December 2026
AutoZone,Kolkata,Delhi India,57,Mumbai,Kolkata,Delhi,1419598,Female,Unmarried,16 March 2023,2,843016,Magna,SUV,Creta,Tata,African,Self Employed,540045,0,116018,25 April 2023,11 September 2025
SpeedWheels,Chennai,Maharashtra India,34,Kolkata,Mumbai Suburban,West Bengal,786272,Female,Divorced,26 August 2023,1,1441082,SX,Entry Hatchback,Brezza,Honda,Asian,Self Employed,1198978,0,208641,24 October 2023,04 September 2025
DriveEasy,Mumbai,Delhi India,35,Kolkata,Pune,Maharashtra,1954947,Female,Divorced,10 August 2024,1,927993,Sportz,Compact SUV,Verna,Honda,Hispanic,Government Employee,624146,1,370579,10 October 2024,15 May 2026
AutoHub,Mumbai,West Bengal India,21,Kolkata,Bangalore Urban,West Bengal,940904,Male,Married,28 January 2024,2,600703,Asta,Entry Hatchback,Creta,Maruti,Hispanic,Business Owner,442854,1,125628,31 March 2024,01 October 2026
AutoZone,Pune,Karnataka India,28,Nagpur,Hyderabad,Maharashtra,355887,Male,Unmarried,20 May 2023,3,1999607,Era,Sedan,Baleno,Hyundai,Asian,Self Employed,1492654,1,910880,23 June 2023,17 September 2024
SCP,Pune,Telangana India,31,Pune,Hyderabad,Telangana,1623555,Male,Married,02 June 2024,3,929805,Era,Entry Hatchback,Creta,Honda,Asian,Retired,648483,0,49827,12 August 2024,07 June 2026
